Best_Hit_ARO,FMT102,FMT103,FMT104,FMT105,FMT106,FMT107,FMT108,FMT109,FMT110,FMT111,FMT112,FMT113,FMT114,FMT115,FMT116,FMT117,FMT118,FMT119,FMT120,FMT121,FMT122,FMT123,FMT124,FMT125,FMT126,FMT127,FMT128,FMT129,FMT130,FMT131,FMT132,FMT133,FMT134,FMT135,FMT136,FMT137,FMT138,FMT139,FMT141,FMT142,FMT143,FMT144,FMT145,FMT146,FMT147,FMT148,FMT149,FMT150,FMT151,FMT152,FMT153,FMT154,FMT155,FMT156,FMT157,FMT158,FMT159,FMT161,FMT163,FMT164,FMT165,FMT166,FMT167,FMT168,FMT169,FMT170,FMT171,FMT172,FMT173,FMT174,FMT175,FMT177,FMT178,FMT180,FMT181,FMT182,FMT183,FMT184,FMT185,FMT186,FMT188,FMT189,FMT190,FMT191,FMT192,FMT193,FMT194,FMT195,FMT196,FMT201
AIM-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BahA,0.0,0.0,0.0,1.7759784709308397e-05,3.641645043126672e-06,0.0,0.0,3.086783029112489e-06,7.76820993623391e-07,2.6822790457092607e-06,2.291780894619918e-06,8.43314518774943e-07,2.2549340717319866e-06,8.48200514277518e-07,1.24351056323887e-06,8.364635479681929e-07,4.1452840599138497e-07,1.22416323682421e-06,1.36263650490604e-05,4.2691473758898397e-07,0.0,8.130234835820941e-07,1.87681112127111e-07,3.7431368240803497e-07,3.66374400291722e-07,3.54059141957838e-07,5.328297682280729e-07,1.1569015123415858e-06,0.0,1.9558277738699878e-06,2.6644973078670523e-06,6.02876669776694e-07,4.17129362721402e-07,7.43542186160096e-07,1.14249864292981e-06,5.79367320595395e-07,7.772539528655709e-07,1.14467474747243e-06,4.0552553356829203e-07,1.5976672257495898e-06,1.309134540850669e-06,1.4898843337069299e-05,2.89246596837355e-06,3.44840198790572e-06,4.79418791331715e-06,0.0,3.2946086404559987e-06,1.775133246020099e-06,1.7864635354866667e-06,3.72160106853971e-06,1.8886676880772e-07,0.0,0.0,3.57009174911398e-07,5.63575870833814e-07,7.168675561126209e-07,5.668836129007639e-07,0.0,7.440710474228211e-07,1.4321532746909901e-06,7.627647498169189e-07,7.55298328172631e-07,2.057677115630965e-06,6.17113681564406e-06,3.6748218028749296e-06,7.92966174047837e-06,1.1146496510404776e-05,0.0,9.89068428145771e-07,3.6125404792333897e-07,5.71539327300949e-07,8.070398621720309e-07,0.0,1.367848839355848e-06,3.7374511347487612e-06,3.4179527395370497e-06,1.1345761427467599e-06,1.658000685626804e-06,2.056017885069364e-06,9.55339688696926e-07,3.14427547929992e-06,5.29881540261266e-07,2.43853148075402e-06,3.97667790463902e-06,2.504729940933951e-06,7.90317143278075e-07,8.293994833411057e-06,1.64893547404762e-06,3.87984831346357e-07,3.262951687550821e-06
EXO-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMP-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MexF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04488469150129e-06,1.53186083877252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4075694162062001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95008503385536e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7356562776973e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NmcR,0.0,0.0,0.0,0.0,0.0,0.0,6.78860301830628e-07,0.0,3.2850639033825e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1069206129414e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32249072730328e-06,0.0,1.7357743692720698e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72669902290973e-07,0.0,3.2014951437672897e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0336019528601199e-07,0.0,0.0,0.0,0.0,0.0,0.0
OXA-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas aeruginosa soxR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55567738147284e-07,1.07378592233115e-06,0.0,1.0652272394584e-06,3.19942809588341e-06,5.30722894635126e-07,0.0,0.0,0.0,2.81875623851676e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30481669089891e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68961481319434e-07,1.10495286547649e-06,5.56325385638251e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.20383432365478e-06,2.22124700123492e-06,5.59430724217747e-07,2.86743970502938e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceoB,0.0,0.0,3.6380063510179996e-07,0.0,3.36803517092304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4031706149904e-07,0.0,0.0,0.0,0.0,0.0,0.0
mexQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09176700334459e-07,3.48863859101309e-06,0.0,0.0,5.60162600060019e-07,0.0,5.581740788403909e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13244611786849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30157215291278e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68805088717729e-07,0.0,0.0,0.0,1.7247034873249e-06,0.0,5.7549500761523e-07,0.0,0.0,0.0,0.0,0.0
tcr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68481994258996e-06,0.0,0.0,0.0,0.0,0.0,2.2926491598642e-06,0.0,0.0,0.0,0.0,6.2289735938195e-07,0.0,0.0,0.0,0.0,9.98445037623856e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3118817279078803e-07,0.0,0.0,0.0,1.55559602753409e-07,1.57133291328003e-07,1.56472613882122e-07,0.0,1.56204755633454e-07,0.0,0.0,0.0,1.55747360066656e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.5836966555880999e-07,3.15515391322009e-07,8.127771123770449e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0972538688257196e-07,0.0,0.0,0.0,0.0,0.0,1.5754958275245399e-07,3.1259441388095105e-07,0.0
vanRD,0.0,0.0,0.0,0.0,6.00122630455377e-06,0.0,0.0,1.27176695214684e-05,0.0,1.19826244300506e-05,7.31369955715844e-06,0.0,0.0,0.0,0.0,0.0,2.13544936419805e-06,1.43324896873358e-07,0.0,0.0,0.0,0.0,6.249143366142382e-06,1.0492125946285802e-06,1.02695854627225e-06,1.3232513386303e-06,3.31897330377756e-07,1.96905641233219e-06,1.3142431909016e-06,5.371121844361483e-06,1.06248814926358e-06,4.9653310456917e-06,1.79070686016763e-06,0.0,7.116574038451671e-07,0.0,3.63111063838714e-07,4.9910902288780895e-06,1.04453546525166e-06,6.966259452342509e-06,4.65787424918424e-06,1.41434184012831e-07,2.6540933622278302e-06,3.2996301119518903e-06,1.32434966951097e-06,0.0,2.00630151500322e-06,3.1398285001914807e-06,3.35831524342977e-07,0.0,1.05879855240691e-06,3.17173316566988e-06,1.3938007147354e-07,5.67067603584014e-06,0.0,1.00470074152148e-06,3.3349213665785703e-06,4.72296248621064e-06,2.9962912216962503e-06,1.00917281644167e-05,6.4844227664404604e-06,4.73122569205306e-06,1.99167836206451e-06,0.0,0.0,5.10622157530804e-06,1.3711453949064e-06,3.41058233734959e-07,6.90558376405472e-07,4.05042417368592e-06,3.026079434952e-06,0.0,0.0,0.0,3.4216178554376196e-07,6.8939947832894e-07,3.53361256579378e-07,1.38429745149021e-05,3.33239344905336e-06,3.79361530423211e-06,6.36859132484465e-06,7.26133962580253e-06,1.68405391018256e-06,9.43262643185218e-06,2.36011083931094e-06,4.07133073809918e-06,2.66478833861526e-06,3.02208745097889e-06,4.33053776401741e-06,2.02585787332886e-06
vanRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48653409549935e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanSD,0.0,0.0,0.0,0.0,2.6618342479875604e-07,0.0,0.0,5.713700752896141e-06,2.62310102641323e-05,9.028004707572359e-07,4.773861448682132e-06,0.0,2.8312710218768396e-07,0.0,0.0,0.0,2.84152536365062e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.95458152709034e-06,0.0,2.6411669863790395e-07,3.15075136920253e-06,9.29602582644897e-07,0.0,7.439032354320019e-07,0.0,0.0,0.0,1.94130469975267e-06,0.0,0.0,0.0,0.0,1.66788727515991e-06,2.6484626950150106e-07,0.0,0.0,4.76773626158266e-06,7.90314631652994e-07,3.96503882908024e-06,0.0,2.9366429433313203e-06,3.4634994605899e-06,6.70308889313603e-06,1.1905121697748e-05,2.81777034108292e-07,0.0,0.0,2.66317328058906e-07,5.29404454531764e-07,5.347600721001411e-07,5.32511637566578e-07,2.6933945053851e-07,5.31600055462238e-07,0.0,2.7247786667131e-07,2.69810681747265e-07,2.65021717532778e-07,3.35326612356915e-06,4.796511224145747e-06,9.23316778000907e-07,4.9224225709152056e-06,0.0,0.0,2.69483866394426e-07,5.3688506103987e-07,0.0,0.0,5.14968544579817e-06,4.3708408733977405e-06,1.07329491364034e-05,3.66754788078758e-06,0.0,2.66053993109905e-07,1.92740132392438e-06,8.028317586922159e-07,0.0,3.58786085601555e-06,0.0,5.38366297446506e-07,8.126244819996341e-07,5.58477314111e-06,8.04265208728253e-07,5.319146881361339e-07,2.869256613456985e-06
vanTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT(3'')-IIa,0.0,0.0,0.0,0.0,6.601348935009149e-07,0.0,0.0,0.0,6.60297844579882e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.60729127866381e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53520566322228e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.595742132888061e-07,0.0
APH(4)-Ib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1613460868600997e-07,0.0,0.0,0.0,0.0,0.0,3.1100443138257603e-07,0.0,0.0,0.0,0.0
CTX-M-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ErmH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FosA2,0.0,0.0,2.1607552872712997e-07,4.72699436935506e-07,0.0,5.3276489901502316e-05,2.063746338024557e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76017498933269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08999903708962e-07,2.14884823220116e-07,0.0,0.0,0.0,0.0,0.0,4.17814186100664e-07,1.99035984352643e-07,0.0,0.0,0.0,0.0,0.0,8.5213785370721e-07,0.0,2.00220947838297e-07,0.0,0.0,0.0,0.0,2.690367236752349e-06,0.0,0.0,0.0,6.69237598563402e-07,0.0,0.0,2.4228156902667105e-07,2.080622116976295e-06,2.02766815373702e-07,6.37337075860644e-06,0.0,0.0,2.2770988106103398e-07,2.42398918028095e-07,0.0,0.0,0.0,0.0,1.45140529325148e-06,2.07003555961224e-07,2.03687717792336e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXA-50,0.0,7.07670463475189e-07,1.39813577411672e-06,0.0,0.0,4.215387133028471e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.145284059913849e-06,6.800906871245621e-07,0.0,0.0,6.83286626033444e-07,3.38759784825873e-06,6.8080403418658e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.565414115190191e-07,5.57333076557232e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37020989135012e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.5840518248515e-06,1.93877667286228e-06,3.99051996043929e-06,4.63746643668033e-06,7.8721234203908e-06,5.1549322312258e-06,0.0,0.0,0.0,0.0,2.64821687370674e-06,1.34049567184592e-06,3.2760783757753798e-06,1.30536759939106e-06,0.0,6.69717386933373e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58597619398396e-07,0.0,0.0,0.0,0.0
OpmH,0.0,0.0,0.0,4.58713885119197e-06,2.30279614011947e-06,0.0,2.69728564111076e-06,1.54106399342151e-06,0.0,1.22612901144704e-06,1.53077432591688e-06,0.0,0.0,3.35335087039949e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06978999977574e-06,3.17338626452606e-06,1.07416458009853e-05,3.16212106059347e-06,1.63079576398596e-07,0.0,8.24558042588818e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59195686191187e-06,1.8331761129806198e-06,2.27904684476677e-06,1.06717944298966e-06,0.0,1.38574779059524e-06,7.682896835655591e-07,7.731935095338299e-07,0.0,9.75079597100321e-07,1.6227472010404e-07,0.0,0.0,0.0,0.0,0.0,1.2427196973683799e-06,1.2263889651593901e-06,0.0,4.71450076287103e-07,0.0,0.0,1.95180141145952e-06,1.61426280746444e-06,3.91872818570152e-06,1.73625271517798e-06,2.82681754658464e-06,3.6567474955238603e-06,4.6626975952896004e-07,1.8578720251798303e-06,1.1167179488194401e-06,1.74749513520754e-06,0.0,0.0,0.0,0.0,1.39921614211887e-06,0.0,4.764075033221729e-07,1.85211419679693e-06,1.5198152705168101e-06,0.0,1.0858488566899598e-06,0.0,1.2498038544862601e-06,6.13521036099792e-07,1.23694742179601e-06,2.30084027891444e-06,0.0
cmx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79356994373761e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mecB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2286182278274099e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
otr(B),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65664379292812e-06,1.10049640763314e-06,2.74601809855326e-06,1.09705493357377e-06,0.0,5.85129344521213e-07,0.0,0.0,0.0,0.0,5.780770840558779e-07,8.51647815566272e-06,0.0,0.0,5.758916342039829e-07,0.0,0.0,0.0,0.0,1.5107050899953e-06,0.0,0.0,1.61870482863714e-06,5.843684820949701e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.88235634117775e-07,5.74494505888413e-07,0.0,1.09792750159343e-06,9.6976705504798e-06,1.09481351191898e-06,5.44438968472062e-07,5.46294238673277e-07,0.0,0.0,5.506076065553171e-07,0.0,1.75742272681042e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49320057310979e-07,0.0,0.0,0.0,0.0,1.74848876443248e-06,1.73533251802427e-06,4.49347498627108e-06,7.918364655584441e-06,5.627460856626821e-07,0.0,5.56933323881814e-07,5.54781229741199e-07,0.0,5.69259778893367e-07,0.0,5.645669461472079e-07,0.0,0.0,5.57095315843623e-07,5.498449190938039e-07,5.690422956348171e-07,0.0,0.0,5.55737790360245e-07,1.11170240089686e-06,1.11262368138945e-06,0.0,2.7480629741969798e-06,0.0,0.0,1.11422183033087e-06
tlrB conferring tylosin resistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66822378781768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.402535503039859e-06,0.0,1.31751300191211e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67141211181713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAC(3)-IIa,0.0,0.0,0.0,0.0,4.05345987237404e-06,0.0,0.0,3.4876711430065697e-06,1.7376259067891601e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27325448052855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99460759339829e-06,0.0,6.15124717994705e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00474956686056e-07,1.72865291355629e-06,0.0,0.0,0.0,1.1615429823702801e-06,5.79586954268755e-07,5.832863317535911e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18249341743976e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86416121940655e-07,0.0,0.0,0.0,0.0,0.0,1.17021305357565e-06,0.0,0.0,5.785395735151539e-07,0.0,0.0,0.0
