"","FMT102","FMT103","FMT104","FMT105","FMT106","FMT107","FMT108","FMT109","FMT110","FMT111","FMT112","FMT113","FMT114","FMT115","FMT116","FMT117","FMT118","FMT119","FMT120","FMT121","FMT122","FMT123","FMT124","FMT125","FMT126","FMT127","FMT128","FMT129","FMT130","FMT131","FMT132","FMT133","FMT134","FMT135","FMT136","FMT137","FMT138","FMT139","FMT141","FMT142","FMT143","FMT144","FMT145","FMT146","FMT147","FMT148","FMT149","FMT150","FMT151","FMT152","FMT153","FMT154","FMT155","FMT156","FMT157","FMT158","FMT159","FMT161","FMT163","FMT164","FMT165","FMT166","FMT167","FMT168","FMT169","FMT170","FMT171","FMT172","FMT173","FMT174","FMT175","FMT177","FMT178","FMT180","FMT181","FMT182","FMT183","FMT184","FMT185","FMT186","FMT188","FMT189","FMT190","FMT191","FMT192","FMT193","FMT194","FMT195","FMT196","FMT201"
"msp_0486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57260874417004e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17491959872676e-07,0,4.15114290914988e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43434124019016e-08,0,0,0,0,0,0,1.42894027861969e-07,0,0,0,0,0,5.76901433639951e-08,0,0,0,0,0
"msp_0487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34463042738808e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38118074600093e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31185446043965e-08,0,0,0,9.31578124842274e-08,0,7.68281324125829e-08,0,0,0,0,6.56823977758899e-08
"msp_0488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16934217994837e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83597045232396e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19257208344951e-08,8.06232899639687e-08,7.16811497177263e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4271532729162e-06,5.98647916206752e-08,8.90175378091067e-07,5.7290738515103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45684704928791e-07,0,1.61131692414547e-07,1.96949322994812e-07,1.27990684857485e-06,9.56066979665984e-07,1.13686018260011e-07,0,0,4.43267761935244e-08,4.16403427420479e-08,0,0,0,0,0,7.36729289543045e-08,0,0,1.35023720745416e-06,4.76612801421508e-08,1.13958198458623e-08,0,0,0,0,0,0,0,1.40381730875601e-07,8.13801548263282e-08,0,0,0,0,0,7.19094480059198e-08,3.80324742198668e-08,0
"msp_0490",0,0,0,0,0,0,0,0,0,0,0,0,1.62912062816377e-07,5.79116832007492e-07,6.98959186147101e-08,0,0,0,0,0,0,0,0,4.94185527645824e-08,2.29650728324766e-07,9.68647903809703e-07,0,3.92810090272663e-06,3.60024417185001e-06,3.73567153974281e-06,0,0,1.10303467567213e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9115203205588e-07,0,0,0,1.79198962180134e-07,0,0,0,0,0,1.48550023771619e-06,0,1.05718325070333e-06,1.42351876611797e-07,3.21698110353846e-07,8.70994740577948e-07,1.93707231847428e-06,0,0,0,0,0,1.18508177685197e-06,2.92699290506687e-07,1.47549139919049e-06,1.93842205560803e-06,2.35529878107155e-06,0,1.28073131418116e-06,6.47159711018864e-07,0,1.67345535007161e-06,4.20635021425568e-06,2.7114839415716e-06
"msp_0493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82671531399105e-08,0,0,0,0,0,2.5765180363163e-07,0,0,0,0
"msp_0497",0,0,0,0,1.31112403463302e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08676797078104e-07,0,2.05726087814401e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2027976185316e-08,0,0,0,0,0,1.25478166692719e-07,0,0,0,0,8.54809626187391e-08,0,0,0,0,0,0,0,2.81424875484735e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0500",0,0,0,0,0,0,0,0,0,0,0,0,2.74653568034527e-08,3.59916289661377e-07,7.36639096441772e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.10829604405213e-08,1.89036411529931e-07,1.35866185531371e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05764063650965e-06,7.35902175324697e-08,0,0,0,0,0,0,0,0,0,0,0,1.39974019752417e-06,8.73141829734522e-08,0,0,2.56244756077419e-07,0,1.31636260073528e-06,6.90479694229326e-08,0,0,0,2.04846254995677e-07
"msp_0501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31579419881946e-06,5.57571120271306e-06,4.75243300544824e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28585610930996e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0506",0,0,0,0,1.59078278299238e-06,0,0,2.23504212564732e-06,1.82385075159507e-06,1.74037568377629e-06,2.07097664966007e-06,4.59694192574221e-07,9.39966726611304e-07,4.69062572475569e-07,6.68907991226942e-07,1.02134796863146e-06,1.40120840778149e-06,5.61796079867267e-07,3.5864259160528e-06,0,0,1.50745906781351e-06,1.26600353159919e-06,1.29086334715241e-06,1.46166689268324e-06,3.17212504420257e-06,9.81447541591244e-07,6.95481280184e-07,4.59535949587466e-06,7.72876026087659e-07,5.91954381247776e-07,1.16586491089092e-07,4.25675646445537e-07,2.59759958515177e-06,3.42627428285662e-06,2.10672110701302e-06,8.79916654419519e-07,8.44754125296408e-07,3.53703492321954e-07,2.40481455757914e-06,2.02117989943434e-06,0,1.14525894173557e-06,8.94305506336178e-07,1.3078960485588e-06,0,6.33296395005459e-07,1.77992142841121e-06,6.37477066007447e-07,7.77692385846504e-07,3.24036796129549e-07,1.02658089547945e-06,0,1.36456443324375e-06,1.90791225092651e-06,1.34898312681793e-06,1.05091209001659e-06,6.64952754673898e-07,5.1076651209177e-07,0,5.94143041755721e-07,6.21883411808932e-07,6.41716595719385e-07,2.39429658789323e-07,2.94589238572498e-07,3.24756025253129e-07,1.09914751667775e-06,9.48603730678238e-07,7.30962246890807e-07,9.38710388681357e-07,3.39856762191752e-06,1.00990740755307e-06,6.19954279136816e-07,2.52774565472285e-06,3.67772930519898e-06,2.55579890314456e-06,1.88787828887923e-06,9.97392059135359e-07,7.55572817016481e-07,5.04260955715903e-07,8.25973864104177e-07,1.10499323693199e-06,4.0632424003658e-07,8.88844491522927e-07,5.04878956075844e-07,5.25874899166451e-07,3.62653757653075e-07,5.96352567955726e-07,5.66194919560239e-07,3.28035663917674e-07
"msp_0507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01947790374685e-08,0,0,0,0,0,1.40261824635032e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77704196457169e-08,0,0,0
"msp_0508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78307920888334e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0509",0,0,0,5.09639671736838e-06,2.88420016143808e-06,0,2.61444622068846e-06,2.31665320402846e-06,0,8.74967275842102e-07,2.02947031343911e-06,0,5.15816376336833e-08,1.57347391542601e-07,4.22742314034344e-08,0,0,0,0,0,0,0,0,0,0,0,1.73273466459757e-06,2.85601808986229e-06,9.4435744106129e-06,3.22165109469026e-06,5.22324318854851e-07,0,4.44396188012673e-07,0,0,0,0,0,0,0,0,1.55545212327616e-06,2.10090162575293e-06,1.02714253252707e-06,9.00646819928211e-07,0,1.01835283814902e-06,1.52718816858723e-06,9.81774257429812e-07,0,1.07004414088677e-06,2.53450483791765e-07,0,0,0,0,0,8.91586704279191e-07,1.13706783256301e-06,0,6.36723904040438e-07,0,0,2.09032351869243e-06,1.31253209561192e-06,3.66350003675338e-06,1.80158961682584e-06,2.22217069529683e-06,3.43232806605956e-06,8.20322494512195e-07,2.11102406180989e-06,2.03911180465017e-06,1.98725889358346e-06,0,0,0,0,1.2533700266067e-06,0,6.75468855665349e-07,1.65018730031148e-06,1.91862704689548e-06,0,9.57001294699602e-07,0,5.59803929110713e-07,6.4219662567792e-07,1.34010750940892e-06,1.61849590404875e-06,0
"msp_0510",0,0,0,0,0,0,1.44081827405711e-06,6.43627487113477e-08,1.79326692343444e-07,0,0,0,0,0,0,0,0,0,9.08500829731598e-08,0,0,0,0,0,0,0,2.08979260572116e-07,0,2.78818795641977e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.98779111137061e-06,1.37521340187137e-07,1.39666184974922e-07,1.19241967160539e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18039395613835e-07,0,3.08591107132009e-08,4.26433970854791e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09819448762353e-06,2.52366836020879e-07,4.91212238722505e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0512",0,0,0,0,1.91307284283844e-06,0,0,0,0,0,0,0,6.05977762712775e-08,3.22453154179888e-06,3.56484986893613e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.1389264471214e-07,6.27499159462769e-06,2.87563982928936e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22973395966768e-07,0,6.23543314204831e-07,0,0,3.18705351924809e-07,8.91042369635279e-08,0,1.28749063245648e-06,0,0,0,3.167959381425e-07
"msp_0518",0,0,0,0,6.74220241506694e-07,0,0,1.09878974565215e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14811694562364e-06,0,0,0,0,0,3.21969287562764e-06,0,0,0,0,0,0
"msp_0519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00234061414297e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0521",0,0,0,0,1.97917423391262e-07,0,0,0,0,0,0,0,1.36997032164825e-07,2.62568662978906e-07,2.61954823658051e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56647393076506e-07,2.43108937977548e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407012084033e-06,2.01883165363429e-06,8.62582698720064e-07,1.31905117101268e-06,0,0,0,0,0,0,0,0,0,0,2.38089158523185e-07,2.64134611993032e-08,5.89210319154225e-07,0,0,2.22860746531636e-07,5.12906000851612e-07,1.87223220636246e-07,1.05637502743944e-06,0,0,0,5.36826830098562e-07
"msp_0522",0,0,0,9.42766857926925e-07,3.16429449143878e-07,0,0,0,0,0,3.3965683135003e-08,1.89376950074876e-07,2.46012065155249e-08,0,0,3.81761827076021e-08,0,0,0,0,0,8.76547831865301e-08,2.32089225905571e-08,0,0,4.31433128126895e-08,1.54480631633085e-07,0,5.49030407284082e-08,3.65542688246253e-08,0,0,0,0,0,0,0,0,6.9280249843552e-08,0,0,5.15450474819018e-08,0,0,0,0,0,0,0,0,0,0,0,0,2.74276051980836e-08,0,2.7444773822345e-08,0,0,0,0,0,0,0,1.1489961434616e-07,4.49776988310624e-08,0,0,0,0,0,3.92924042675716e-08,2.88445988255303e-08,5.14587333544874e-08,5.44519202042423e-08,4.89172511836839e-08,0,0,0,0,4.21626898337825e-08,6.30390564502757e-08,0,0,0,0,0,3.8430342332854e-08,4.84517296178652e-08,0
"msp_0524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62678536719602e-08,1.42992050771968e-06,5.48676818157064e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01256595389027e-08,0,0,0,3.8482614807405e-08,0,1.10372461783199e-08,0,0,0,0,3.52737703111814e-08
"msp_0525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2726346127609e-07,2.11762681362595e-07,0,1.78531926142548e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0526",0,0,0,0,0,0,0,0,0,0,0,0,7.11879974699203e-08,4.51625360491286e-07,8.13205575734101e-07,0,0,0,0,0,0,0,0,0,0,0,1.18102793594374e-07,4.78175410064141e-07,1.07979033225746e-06,5.99733275992348e-07,0,0,7.32504727460165e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52952631142388e-07,0,0,0,5.15976655935951e-07,0,0,0,0,0,5.59366916282701e-08,7.68969961982085e-08,0,3.888036106835e-08,1.5429598714352e-07,0,0,6.09016184025559e-08,0,0,4.65773818225145e-08,5.07651414182603e-08
"msp_0530",0,0,0,0,3.40158483066593e-07,0,0,2.47277368968415e-06,4.07527204031583e-06,3.15709042055188e-06,3.41689381682114e-06,0,3.93219201321195e-07,1.54357498903283e-07,3.18118573523255e-07,0,8.89310756207928e-07,0,0,0,0,4.38723179727234e-08,3.9116973585455e-07,5.80657817861532e-07,2.88521855567827e-07,1.82748367583957e-06,0,8.14887109959081e-07,5.67939891407926e-07,1.05296873744724e-06,0,1.75792317345415e-07,0,0,0,1.69463487744246e-07,4.17382022324124e-07,7.33905859914093e-07,1.09612108660683e-07,4.83789810928105e-07,7.8791735487895e-07,0,0,0,0,0,0,0,0,2.12982215708075e-07,1.37785462673785e-06,1.15048116974609e-06,0,1.33900312762372e-06,1.9618385050241e-06,5.7165784281185e-07,1.27221665128823e-06,1.98721655167886e-06,1.54846492884524e-06,0,1.20001788462925e-06,7.55952425546682e-07,2.4258855828192e-06,0,0,0,0,0,3.99330190546281e-06,1.12638809020031e-06,5.34282778678578e-06,4.05323787449067e-06,4.66418177167564e-06,0,0,0,0,1.47677453653759e-07,1.45223427452748e-06,2.84302638379045e-07,2.28208507737039e-06,4.65586721651248e-06,6.79547758075829e-07,2.03105450516114e-07,1.15069308047873e-06,3.35909130041804e-07,0,1.5429106765527e-06,2.1908415341786e-06,7.41182275638163e-07
"msp_0532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46878927909162e-07,0
"msp_0533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90050599951294e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0534",0,0,0,0,1.95469472161107e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41786272992407e-07,3.94782895386537e-07,5.67719011375188e-08,1.66951858932394e-07,3.01688830363403e-07,6.28871835198044e-07,1.61702253839556e-06,7.05214314451371e-08,0,0,0,0,0,0,0,1.82721589411291e-07,0,8.55927125244489e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.91434019384638e-08,1.64347363857348e-07,3.34630855757617e-07,2.40773324879966e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31188254132203e-08,1.12780632967388e-06,0,0,0,1.56395899083315e-06,7.38197540793893e-08,1.10692631899921e-06,0,0,0,0,1.95084195320976e-06
"msp_0535",0,0,0,0,0,0,0,0,0,0,0,0,0,2.28946699193551e-07,1.20111672086876e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.35757595464376e-08,0,1.13424838265043e-07,0,0,0,0,0,0,0,0,7.3540233376335e-07,2.3176802474201e-07,1.97688547706197e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22161584986494e-07,0,0,0,4.50184454871519e-07,0,2.13065196592939e-07,0,0,0,0,3.27747483534895e-07
"msp_0537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69471347868835e-06,3.32909849025476e-06,1.15721661694554e-05,6.45336611715336e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64948153753279e-06,1.16158540517426e-06,0,0,0,0,5.80510557824542e-08,0,4.70989629409878e-07,5.42966375313369e-07,2.25878434700778e-07,0,0,0,0,0,3.9996969724849e-06,2.28757051184956e-06,0,0,0,0,0,3.58520846513175e-06,5.43014513341013e-07,9.53291914419275e-07,0,0,0,0,0,0,0,0,0,1.75403493794519e-06,6.43022838250472e-08,0,2.65904856882771e-06,2.0378545218079e-06,3.10945702489746e-06,1.69856583905174e-06,3.12484772704449e-06,2.74267669973685e-06,0,4.17783416491349e-06,1.96310716186947e-06,1.96409740612004e-06,7.31479636520881e-07,7.79242476871493e-07,6.00032877244263e-07,1.30608548598302e-06,0,6.49042426942792e-07,5.45083847594275e-06,2.24610341341848e-06,1.28082385259109e-06,3.95366148980216e-07,0,0,0,0,0,0,0,6.88298252575507e-06,5.55697091935196e-06,0,0,0,0,0,4.84199709460854e-06,4.36404046494723e-06,0
"msp_0541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0458905960853e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81190863388849e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20879236279978e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01643021408852e-08,0,0,0
"msp_0542",0,0,0,0,0,0,0,2.5765284404847e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56843883580178e-07,1.29120584129778e-06,0,0,4.56466496391367e-08,0,7.79515684297902e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80784130665639e-07,0,0,0,0,0,3.20545864445321e-07,0,0,2.83226413150724e-07,0,0,0
"msp_0545",0,0,0,0,0,0,0,0,0,0,0,3.04514561535259e-07,6.61469769927372e-07,0,8.07532339820205e-08,0,0,0,0,6.34849013443307e-08,0,0,0,0,0,0,0,0,0,1.01204990323709e-08,0,0,1.73702470309804e-07,0,0,0,0,0,0,0,0,5.15008289754766e-08,0,0,0,0,0,8.2612195744725e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14498754835867e-07,0,0,0
"msp_0546",0,0,0,0,8.61898038424119e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02647378911337e-06,2.78390289658545e-07,2.12534836635152e-07,6.36497485031447e-08,7.82909442724425e-07,0,0,0,3.88285622185151e-06,0,0,0,0,0,3.7180545195363e-07,1.86524686704699e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04469388566152e-06,3.96779941059521e-07,4.28853626464178e-06,1.94298259656986e-06,5.12434265132669e-07,2.26934091691727e-07,0,0,0,2.31960367034446e-07,4.07974297310573e-07,1.13853113422911e-07,0,0,0,0,1.09678785194987e-07
"msp_0547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36648675643996e-07,5.0142502700432e-08,6.85640540959377e-07,1.45740841864093e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75995105385113e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59125901627461e-08,0,3.87036372513788e-08,1.78395459907414e-07,0,0,0,0,0,0,0,0,0,0,4.20127799823179e-07,0,3.31844328064195e-07,1.09821221225883e-07,0,0,0,0,0,0,0,0,6.13238881064527e-08,0,0,0,0,0,1.10803541229317e-07,0,0,0,0
"msp_0552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25322228782391e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21809089918709e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25381789794288e-08,0,0,0,0,3.2136667729584e-08
"msp_0553",0,0,0,0,0,0,0,0,0,0,0,0,1.17065796011845e-07,0,1.10758567687426e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76368605504194e-07,1.62241560081435e-07,5.06093268167182e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25273929652749e-07,0,0,0,0,0,2.57855016917388e-07,0,0,0,0
"msp_0554",0,0,0,0,0,0,0,0,4.75482446348915e-08,0,0,0,9.55846110931296e-08,1.02633706773236e-06,3.71442728612938e-06,0,5.35909233069843e-08,0,0,0,0,0,0,1.90114491632892e-07,2.69765577604209e-07,2.00485964407396e-07,0,0,0,0,0,5.62814336543244e-06,0,0,0,5.36553546963209e-07,1.40960639606927e-06,1.43867598777274e-06,1.62589708531811e-07,9.33982598892238e-06,1.26175739498714e-05,0,0,0,0,0,0,0,0,0,6.56039162226657e-07,3.26906792564943e-07,0,0,0,6.01173635175352e-07,0,3.99924998991003e-07,2.25702788613754e-07,0,3.57848565422042e-06,1.83097829575111e-06,4.79305936275227e-07,0,0,0,0,0,2.99223155945111e-06,1.77074530536429e-06,8.17313680607289e-07,1.3049074570528e-05,6.6445390082836e-06,2.48806577934222e-08,0,0,0,0,1.43919342683877e-06,2.13791130875961e-06,6.7684180903577e-06,9.07881356261894e-06,8.4082832912442e-07,0,9.53278313941122e-07,3.27051331822546e-06,0,7.23776063498274e-06,4.96520916150465e-06,5.30876150236263e-07
"msp_0555",0,0,0,0,0,0,0,0,0,0,0,0,0,9.73626631275574e-08,2.74504395773574e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61282348922976e-07,1.36551109633152e-07,0,0,0,0,0,0,0,0,0,0,0,4.15694320194423e-08,5.49330879661931e-07,0,0,3.72579235838241e-07,0,5.0401096920326e-07,3.0074456255422e-06,0,0,0,1.38174531329802e-06
"msp_0556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14026213361846e-08
"msp_0558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38306383147138e-07,1.16319318088741e-07,7.84126399162083e-07,0,0,0,0,0,0,0,0,0,0,0,0,5.7755718921338e-07,4.70063980869318e-07,9.94137038919404e-07,5.45006908126277e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
